W,Kper9,IP,ERA,WHIP,Inducted
4,4.15,116.9,3.38,1.18,N
3,5.69,116.9,4.85,1.80,N
10,8.10,116.7,3.09,1.14,N
3,2.93,116.7,5.17,1.78,N
5,4.09,116.7,4.63,1.43,N
4,3.47,116.7,3.86,1.64,N
2,3.47,116.7,6.56,1.82,N
5,3.09,116.4,5.03,1.56,N
3,4.26,116.3,5.42,1.58,N
7,5.57,116.3,6.27,1.69,N
5,3.40,116.3,4.64,1.54,N
1,1.01,116.3,5.34,1.83,N
1,3.72,116.0,5.12,1.54,N
6,2.09,116.0,4.42,1.44,N
4,2.72,116.0,3.26,1.45,N
4,5.35,115.9,4.11,1.52,N
1,2.26,115.7,5.06,1.76,N
9,4.90,115.7,6.30,1.56,N
2,4.05,115.6,3.35,1.44,N
4,5.91,115.6,5.21,1.71,N
9,5.29,115.6,4.67,1.59,N
5,7.57,115.4,4.37,1.64,N
4,7.18,115.4,5.70,1.51,N
5,4.53,115.4,4.21,1.49,N
3,5.93,115.3,4.60,1.51,N
1,4.85,115.0,5.01,1.45,N
5,2.27,115.0,4.77,1.43,N
4,7.51,115.0,5.01,1.45,N
3,5.56,115.0,5.09,1.66,N
6,6.42,115.0,4.70,1.55,N
6,4.24,114.7,3.69,1.33,N
8,5.49,114.7,2.51,1.10,N
4,2.59,114.7,2.51,1.26,N
5,1.26,114.7,6.04,1.85,N
6,4.00,114.6,4.79,1.51,N
8,10.83,114.6,3.06,1.29,N
2,5.51,114.3,4.72,1.40,N
7,6.55,114.0,3.32,1.01,N
3,3.55,114.0,5.05,1.60,N
3,4.18,114.0,4.50,1.50,N
4,4.97,114.0,5.68,1.53,N
4,2.68,114.0,5.68,1.75,N
8,4.42,114.0,3.95,1.17,N
6,3.25,113.7,5.38,1.65,N
7,3.56,113.7,4.59,1.56,N
2,4.04,113.7,4.91,1.80,N
6,6.41,113.7,5.07,1.64,N
3,7.28,113.6,5.46,1.55,N
4,3.97,113.3,3.57,1.47,N
4,5.80,113.3,5.00,1.39,N
5,8.18,113.3,4.13,1.23,N
6,5.08,113.3,5.08,1.47,N
3,5.00,113.3,4.29,1.52,N
4,3.41,113.3,2.46,1.25,N
3,2.22,113.3,5.88,1.61,N
4,1.67,113.3,5.32,1.62,N
3,5.10,113.0,2.55,1.04,N
6,1.59,113.0,2.39,1.28,N
8,3.58,113.0,5.18,1.74,N
2,2.63,113.0,3.90,1.50,N
4,6.55,112.7,6.39,1.52,N
8,6.23,112.6,5.03,1.58,N
5,5.13,112.4,3.93,1.50,N
4,1.36,112.3,5.37,1.66,N
4,3.12,112.3,3.12,1.51,N
3,2.88,112.3,3.85,1.33,N
7,4.41,112.3,5.21,1.54,N
7,6.57,112.3,4.97,1.46,N
4,7.29,112.2,4.81,1.47,N
6,9.40,112.0,2.73,1.13,N
4,4.66,112.0,4.66,1.51,N
5,6.03,112.0,5.30,1.35,N
2,2.81,112.0,4.58,1.57,N
4,0.96,112.0,4.18,1.48,N
1,6.27,111.9,5.22,1.56,N
6,5.56,111.7,6.53,1.59,N
1,3.79,111.6,6.21,1.72,N
5,3.07,111.3,2.83,1.33,N
3,6.55,111.3,5.82,1.69,N
6,4.45,111.3,4.20,1.37,N
5,8.89,111.3,4.28,1.37,N
3,3.80,111.3,5.98,1.48,N
5,5.11,111.0,2.35,1.29,Y
3,4.30,111.0,3.08,1.36,N
3,5.68,110.9,4.38,1.51,N
1,1.87,110.7,4.64,1.83,N
6,5.53,110.7,3.90,1.31,N
5,4.47,110.7,4.72,1.59,N
3,3.82,110.7,3.33,1.38,N
1,10.49,110.7,3.25,1.24,N
4,3.82,110.6,6.42,1.93,N
4,1.46,110.6,6.42,1.74,N
4,4.96,110.6,4.07,1.45,N
3,6.85,110.4,5.06,1.37,N
6,5.63,110.3,4.57,1.46,N
2,4.32,110.3,4.73,1.50,N
1,2.94,110.3,5.95,1.78,N
6,6.69,110.3,7.50,1.89,N
5,6.28,110.3,4.89,1.43,N
8,4.66,110.0,4.17,1.65,N
2,3.28,109.7,7.06,2.12,N
3,1.15,109.7,4.02,1.61,N
5,5.91,109.6,4.60,1.47,N
2,2.39,109.4,5.27,1.66,N
4,3.05,109.3,4.69,1.69,N
7,10.37,109.3,5.19,1.54,N
1,4.20,109.3,4.03,1.43,N
2,2.56,109.0,5.37,1.66,N
8,3.80,109.0,3.39,1.33,N
3,4.05,109.0,4.54,1.56,N
4,4.14,108.7,4.64,1.56,N
4,5.05,108.6,5.05,1.60,N
6,3.81,108.6,4.72,1.45,N
1,5.47,108.6,5.71,1.54,N
4,5.22,108.6,4.06,1.44,N
2,3.49,108.4,5.73,1.63,N
9,11.80,108.4,3.49,1.41,N
4,5.00,108.0,4.00,1.42,N
4,4.75,108.0,4.25,1.61,N
3,4.17,108.0,3.50,1.42,N
5,7.58,108.0,4.33,1.47,N
3,3.67,108.0,2.08,1.20,N
3,5.75,107.9,4.17,1.38,N
4,3.34,107.7,5.27,1.48,N
0,2.84,107.7,4.76,1.68,N
8,3.18,107.6,3.26,1.54,N
2,5.43,107.6,4.76,1.47,N
5,7.13,107.3,3.10,1.41,N
3,4.88,107.0,6.06,1.76,N
6,7.23,107.0,4.54,1.33,N
5,6.31,107.0,3.53,1.38,N
5,7.82,107.0,4.46,1.45,N
2,5.21,107.0,3.20,1.37,N
8,3.88,106.7,3.12,1.14,N
6,2.95,106.7,4.13,1.43,N
6,4.82,106.4,5.33,1.43,N
2,8.97,106.3,4.40,1.44,N
6,3.55,106.3,3.55,1.36,N
8,4.49,106.3,4.74,1.49,N
4,3.91,106.1,4.58,1.65,N
2,5.43,106.0,7.22,1.80,N
6,5.35,106.0,5.18,1.68,N
3,2.29,106.0,4.16,1.65,N
7,8.41,106.0,3.48,1.43,N
6,8.07,106.0,2.72,1.19,N
3,5.18,106.0,5.43,1.52,N
2,5.18,106.0,4.16,1.58,N
5,5.60,106.0,3.23,1.32,N
3,3.91,106.0,4.16,1.56,N
3,7.92,105.7,4.34,1.37,N
3,5.88,105.7,8.86,2.03,N
4,5.38,105.4,5.81,1.57,N
9,6.58,105.3,3.25,1.21,N
3,5.38,105.3,4.27,1.32,N
2,5.66,105.1,7.37,1.82,N
0,5.49,105.0,5.49,1.63,N
3,9.03,104.7,4.21,1.36,N
1,4.04,104.7,5.42,1.49,N
1,5.42,104.7,4.56,1.56,N
3,2.15,104.6,4.99,1.64,N
3,3.29,104.0,2.77,1.38,N
2,4.15,104.0,3.81,1.53,N
4,3.81,104.0,3.98,1.39,N
4,2.42,104.0,4.85,1.44,N
4,2.08,104.0,3.20,1.49,N
6,3.89,104.0,5.80,1.73,N
5,5.97,104.0,5.63,1.66,N
4,2.25,104.0,5.97,1.77,N
5,4.86,103.7,4.25,1.49,N
0,4.86,103.7,5.38,1.74,N
6,5.04,103.7,2.52,1.28,N
3,6.51,103.7,5.82,1.52,N
6,8.54,103.4,4.35,1.63,N
3,4.01,103.3,6.01,1.77,N
3,5.59,103.1,6.82,1.65,N
6,4.63,103.0,3.06,1.50,N
1,5.16,103.0,6.64,1.93,N
2,1.57,103.0,5.50,1.69,N
5,2.80,103.0,2.88,1.23,N
5,5.96,102.7,4.56,1.53,N
3,5.87,102.7,4.30,1.58,N
1,6.75,102.7,4.12,1.65,N
5,4.84,102.3,3.69,1.23,N
3,5.36,102.3,2.90,1.39,N
7,8.38,102.1,4.76,1.44,N
2,1.15,102.0,3.53,1.44,N
0,2.21,102.0,3.62,1.36,N
2,3.53,102.0,4.59,1.51,N
7,4.85,101.9,3.44,1.38,N
2,5.05,101.7,3.36,1.32,N
4,6.82,101.7,4.25,1.41,N
5,6.29,101.7,3.72,1.50,N
6,9.38,101.7,4.07,1.27,N
4,6.02,101.6,3.01,1.40,N
3,2.74,101.6,3.81,1.62,N
1,6.04,101.3,5.15,1.48,N
5,8.26,101.3,5.42,1.54,N
3,5.60,101.3,5.15,1.46,N
2,3.92,101.0,4.81,1.64,N
5,2.67,101.0,4.72,1.70,N
4,2.15,100.7,3.49,1.58,N
3,2.68,100.7,3.67,1.41,N
2,5.72,100.7,7.69,1.84,N
1,2.95,100.7,5.01,1.55,N
4,0.98,100.7,5.27,1.21,N
4,8.76,100.7,3.31,1.26,N
7,4.66,100.4,4.84,1.56,N
3,5.83,100.3,4.22,1.30,N
5,2.24,100.3,4.66,1.60,N
3,5.38,100.3,5.83,1.79,N
12,3.50,100.3,2.87,1.28,N
2,3.77,100.3,4.04,1.49,N
4,4.05,100.1,5.04,1.54,N
7,3.42,100.0,3.24,1.21,N
4,1.80,100.0,4.14,1.57,N
4,5.31,100.0,4.77,1.45,N
4,1.62,100.0,6.21,1.68,N
6,4.32,100.0,3.06,1.30,N
3,4.14,100.0,6.30,1.84,N
4,8.67,99.7,3.34,1.19,N
5,4.06,99.7,3.88,1.33,N
4,6.77,99.7,4.52,1.71,N
5,5.78,99.7,5.15,1.60,N
5,5.42,99.7,5.96,1.56,N
3,3.52,99.7,5.06,1.62,N
4,6.25,99.4,2.99,1.36,N
4,1.45,99.4,3.81,1.65,Y
7,5.26,99.4,3.99,1.47,N
1,3.08,99.4,3.90,1.50,N
4,8.52,99.3,3.99,1.27,N
7,4.35,99.3,5.98,1.44,N
3,3.18,99.1,5.27,1.76,N
3,7.27,99.1,2.73,1.04,N
1,1.82,99.0,5.73,1.90,N
2,4.09,99.0,4.27,1.64,N
4,2.82,99.0,3.00,1.39,N
2,4.27,98.9,5.64,1.66,N
8,8.03,98.7,3.38,1.23,N
2,2.46,98.7,4.74,1.37,N
6,5.84,98.7,6.39,1.71,N
3,4.47,98.6,4.29,1.57,N
2,7.84,98.6,4.74,1.54,N
3,3.11,98.4,4.67,1.53,N
7,4.85,98.3,2.84,1.19,N
4,5.22,98.3,5.13,1.35,N
3,5.05,98.0,3.49,1.20,N
3,1.93,98.0,5.14,1.69,N
4,5.05,98.0,3.86,1.36,N
1,0.73,98.0,8.17,1.97,N
6,5.42,98.0,5.79,1.69,N
3,5.42,97.9,4.87,1.53,N
5,7.19,97.7,5.99,1.76,N
7,4.15,97.7,5.34,1.58,N
5,2.95,97.7,3.87,1.59,N
7,3.78,97.7,4.70,1.64,N
4,1.85,97.4,5.83,1.60,N
2,4.62,97.4,3.05,1.22,N
7,2.68,97.3,4.25,1.29,N
2,6.29,97.3,3.24,1.12,N
2,6.10,97.3,7.21,2.09,N
1,8.72,97.0,4.73,1.36,N
1,7.36,96.7,3.91,1.40,N
4,5.59,96.7,4.75,1.61,N
4,3.72,96.7,3.91,1.51,N
4,3.91,96.7,4.75,1.46,N
4,3.63,96.7,5.21,1.49,N
3,4.58,96.4,4.20,1.75,N
2,5.72,96.0,5.16,1.51,N
3,2.53,96.0,3.47,1.34,N
2,7.22,96.0,4.59,1.46,N
2,6.28,96.0,4.59,1.42,N
1,6.40,95.8,5.83,1.60,N
2,3.39,95.7,3.39,1.45,N
1,1.69,95.7,4.14,1.56,N
4,4.14,95.6,4.23,1.34,N
2,8.00,95.6,3.10,1.43,N
7,3.30,95.4,5.85,1.64,N
6,3.68,95.3,3.78,1.37,N
1,2.94,95.0,5.31,1.87,N
4,2.84,95.0,5.97,1.65,N
4,4.83,95.0,2.08,1.19,N
6,7.29,95.0,5.97,1.62,N
7,4.93,95.0,2.37,1.40,N
4,1.89,95.0,3.88,1.32,N
1,5.49,95.0,3.79,1.46,N
8,5.61,94.7,5.99,1.65,N
3,5.23,94.7,5.51,1.67,N
3,2.19,94.7,4.56,1.51,N
6,4.28,94.7,3.90,1.53,N
4,5.06,94.4,4.77,1.45,N
7,8.59,94.3,3.63,1.21,N
3,4.48,94.3,3.82,1.46,N
1,2.49,94.0,6.22,1.83,N
9,8.14,94.0,6.13,1.69,N
2,2.87,94.0,5.27,1.91,N
3,2.20,94.0,4.60,1.73,N
2,4.88,94.0,3.93,1.39,N
5,3.83,94.0,7.47,1.69,N
4,6.73,93.7,6.34,1.72,N
1,4.04,93.7,3.56,1.47,N
4,5.96,93.7,5.09,1.37,N
2,5.57,93.7,5.57,1.60,N
3,8.46,93.7,4.23,1.49,N
1,4.32,93.6,5.48,1.57,N
1,6.34,93.6,5.09,1.53,N
6,4.82,93.3,5.40,1.41,N
0,4.35,93.0,6.00,1.67,N
5,5.71,93.0,6.77,1.68,N
1,2.61,93.0,5.90,1.77,N
5,8.81,93.0,4.35,1.57,N
6,2.72,92.7,5.24,1.75,N
2,2.82,92.7,3.69,1.47,N
3,3.50,92.7,6.12,1.59,N
1,3.79,92.7,4.66,1.80,N
2,5.95,92.4,5.07,1.60,N
3,8.97,92.4,3.61,1.34,N
6,5.95,92.3,3.41,1.21,N
1,5.17,92.3,5.36,1.66,N
3,3.03,92.0,3.91,1.27,N
2,2.93,92.0,3.62,1.36,N
8,7.63,92.0,7.34,1.86,N
4,5.38,92.0,5.48,1.60,N
4,6.55,92.0,5.38,1.54,N
5,6.26,91.9,4.89,1.62,N
5,4.52,91.7,4.71,1.47,N
4,7.36,91.7,2.45,1.33,N
5,5.99,91.6,5.01,1.45,N
7,5.60,91.6,4.03,1.28,N
4,2.65,91.6,6.38,1.70,N
5,7.19,91.3,4.04,1.48,N
1,6.90,91.3,5.12,1.30,N
5,5.84,91.1,5.74,1.47,N
4,3.36,91.0,4.05,1.40,N
3,2.77,91.0,5.04,1.60,N
3,1.48,91.0,5.93,1.49,N
3,2.37,91.0,4.45,1.80,N
5,1.78,91.0,6.53,1.91,N
8,8.11,90.8,4.15,1.36,N
2,3.38,90.7,4.96,1.64,N
4,4.07,90.7,4.86,1.53,N
3,6.45,90.6,5.96,1.85,N
4,3.79,90.4,4.28,1.42,N
2,6.68,90.4,4.98,1.59,N
3,3.39,90.3,5.28,1.77,N
4,2.49,90.3,4.08,1.46,N
5,6.48,90.3,3.79,1.45,N
2,6.50,90.0,9.20,2.14,N
2,1.90,90.0,5.40,1.66,N
3,4.90,89.9,5.60,1.42,N
2,7.93,89.7,6.02,1.72,N
3,6.12,89.7,2.41,1.16,N
5,4.82,89.7,4.62,1.44,N
0,5.42,89.7,4.52,1.24,N
6,5.92,89.7,5.32,1.61,N
3,4.42,89.7,4.82,1.46,N
4,2.61,89.6,3.01,1.52,N
3,3.43,89.4,6.55,1.78,N
0,5.84,89.4,3.83,1.29,N
5,3.32,89.3,2.62,1.38,N
4,4.74,89.3,3.73,1.51,N
5,10.07,89.3,3.43,0.99,N
1,2.22,89.0,5.26,1.67,N
3,6.27,89.0,3.34,1.55,N
5,5.38,88.7,4.47,1.31,N
7,4.57,88.7,3.45,1.26,N
8,6.01,88.4,4.48,1.44,N
4,2.55,88.3,4.08,1.39,N
8,9.07,88.3,2.75,1.25,N
2,4.08,88.3,5.40,1.69,N
3,5.30,88.3,4.38,1.45,N
10,10.80,88.3,2.75,1.03,N
4,7.34,88.3,6.83,1.78,N
4,6.11,88.3,5.40,1.39,N
1,3.17,88.0,3.99,1.33,N
4,3.68,88.0,5.11,1.35,N
2,5.93,88.0,5.83,1.55,N
4,7.39,87.7,5.13,1.59,N
1,4.72,87.7,3.70,1.27,N
5,5.95,87.7,4.11,1.21,N
3,6.37,87.6,6.16,1.83,N
2,6.67,87.6,3.18,1.39,N
3,5.67,87.4,5.56,1.37,N
3,0.82,87.3,4.53,1.44,N
2,5.26,87.3,3.61,1.37,N
7,4.95,87.3,3.30,1.55,N
2,4.12,87.3,6.18,1.90,N
2,5.46,87.3,2.47,1.15,N
1,2.58,87.3,5.46,1.67,N
3,1.85,87.3,5.15,1.68,N
3,4.53,87.3,4.84,1.61,N
1,4.14,87.0,4.97,1.66,N
4,3.41,87.0,5.17,1.69,N
5,3.52,87.0,4.14,1.41,N
4,8.10,86.7,3.84,1.30,N
8,6.96,86.7,3.95,1.55,N
1,4.57,86.7,6.54,1.85,N
5,7.48,86.7,6.02,1.59,N
5,6.85,86.7,5.19,1.71,N
2,6.23,86.7,3.01,1.15,N
2,4.98,86.6,5.50,1.89,N
3,3.54,86.4,4.90,1.54,N
3,3.54,86.4,4.90,1.53,N
3,5.21,86.4,4.48,1.36,N
4,8.03,86.3,2.61,1.18,N
4,3.65,86.3,2.61,1.45,N
7,7.61,86.3,6.25,1.76,N
1,7.09,86.3,7.61,1.83,N
2,7.30,86.3,3.02,1.48,N
3,2.50,86.3,6.36,1.93,N
6,4.69,86.3,4.59,1.54,N
5,6.38,86.0,5.55,1.57,N
8,9.31,86.0,4.08,1.40,N
2,3.03,86.0,5.86,1.84,N
2,4.50,86.0,4.81,1.74,N
3,6.62,85.7,6.09,1.54,N
1,2.94,85.7,4.10,1.33,N
3,5.88,85.7,6.20,1.62,N
6,4.20,85.7,5.15,1.49,N
3,6.41,85.6,4.31,1.20,N
1,1.37,85.6,5.78,1.52,N
3,2.31,85.6,5.78,1.75,N
0,3.27,85.4,5.80,1.64,N
2,2.00,85.3,2.85,1.34,N
2,4.22,85.3,3.27,1.36,N
4,2.00,85.3,3.59,1.58,N
1,4.96,85.3,5.27,1.65,N
5,1.58,85.3,4.43,1.76,N
3,4.01,85.3,5.27,1.55,N
3,5.59,85.3,6.12,1.75,N
3,2.96,85.0,5.29,1.60,N
4,5.93,85.0,4.87,1.58,N
2,4.25,84.7,7.02,1.80,N
3,3.61,84.7,3.61,1.35,N
1,6.91,84.7,5.10,1.56,N
6,6.80,84.7,4.36,1.58,N
5,7.87,84.7,6.17,1.56,N
4,2.66,84.6,2.87,1.41,N
1,2.35,84.3,4.16,1.68,N
6,4.27,84.3,5.76,1.65,N
1,6.62,84.3,4.70,1.47,N
4,2.88,84.3,5.02,1.42,N
3,5.55,84.3,6.72,1.60,N
2,4.16,84.3,5.76,1.59,N
1,2.24,84.3,4.70,1.83,N
1,4.61,84.0,4.71,1.65,N
5,5.89,84.0,5.04,1.48,N
1,3.11,84.0,6.00,1.85,N
4,3.11,84.0,3.75,1.74,N
2,3.86,83.9,7.61,1.74,N
3,3.44,83.7,5.16,1.73,N
2,6.67,83.7,4.20,1.23,N
3,3.76,83.6,3.98,1.48,N
5,5.94,83.4,2.48,1.31,N
3,7.24,83.3,4.75,1.68,N
5,5.94,83.3,3.67,1.27,N
2,5.31,83.1,2.49,1.27,N
2,7.27,83.1,5.20,1.58,N
2,6.51,83.0,4.99,1.58,N
4,1.63,83.0,5.64,1.60,N
1,0.98,83.0,4.23,1.53,N
2,7.48,82.9,6.40,1.75,N
2,2.29,82.7,4.79,1.55,N
0,6.86,82.7,5.12,1.57,N
7,6.31,82.7,5.88,1.50,N
5,5.12,82.6,3.81,1.22,N
2,9.18,82.4,4.81,1.58,N
2,2.30,82.3,5.47,1.53,N
7,7.00,82.3,3.06,1.13,N
1,4.81,82.3,5.36,1.59,N
4,7.21,82.3,5.79,1.87,N
4,5.79,82.3,9.51,2.17,N
0,1.31,82.3,5.47,1.82,N
5,5.49,82.0,6.48,1.66,N
2,1.98,82.0,5.05,1.39,N
5,3.40,82.0,3.73,1.66,N
3,3.84,82.0,3.40,1.41,N
4,2.20,82.0,3.07,1.28,N
3,4.61,82.0,5.93,1.60,N
1,5.05,82.0,5.60,1.85,N
3,8.23,82.0,5.82,1.87,N
1,5.95,81.7,5.62,1.58,N
3,2.31,81.7,3.64,1.38,N
5,6.83,81.7,3.42,1.21,N
0,5.18,81.6,5.73,1.82,N
3,5.84,81.6,7.05,1.85,N
2,2.43,81.4,4.20,1.48,N
4,3.10,81.4,4.76,1.60,N
5,4.65,81.3,6.86,2.07,N
6,4.65,81.3,3.43,1.50,N
5,6.56,81.1,4.44,1.44,N
6,9.67,81.0,2.56,1.09,N
1,5.67,81.0,6.22,1.73,N
3,2.56,81.0,4.44,1.49,N
2,6.89,80.9,7.56,2.01,N
0,3.68,80.7,3.57,1.56,N
5,7.14,80.7,2.79,1.25,N
1,1.79,80.7,5.13,1.59,N
4,6.14,80.6,4.24,1.62,N
5,2.34,80.6,3.57,1.39,N
4,3.79,80.6,4.02,1.48,N
2,6.14,80.6,7.48,1.91,N
3,4.59,80.4,3.14,1.54,N
5,4.26,80.3,5.04,1.47,N
1,8.96,80.3,4.71,1.34,N
4,3.14,80.3,4.48,1.42,N
3,4.03,80.3,3.92,1.46,N
3,4.61,80.0,6.86,1.61,N
6,6.98,80.0,7.09,1.79,N
4,2.48,80.0,3.38,1.55,N
4,2.03,80.0,5.06,1.55,N
5,6.89,79.7,4.29,1.44,N
2,3.05,79.7,4.52,1.53,N
3,6.55,79.7,4.41,1.47,N
1,5.20,79.7,3.73,1.27,N
4,5.65,79.6,6.10,1.62,N
4,3.06,79.3,7.83,1.85,N
1,6.27,79.0,4.56,1.58,N
3,3.87,79.0,5.13,1.43,N
4,3.76,79.0,4.10,1.28,N
1,3.87,79.0,3.53,1.25,N
2,5.70,79.0,5.13,1.68,N
3,5.81,79.0,4.67,1.29,N
2,8.54,78.9,4.33,1.24,N
1,5.95,78.7,5.61,1.69,N
4,5.15,78.7,6.75,1.69,N
4,7.44,78.7,4.00,1.42,N
3,5.26,78.7,5.26,1.44,N
2,9.72,78.6,4.46,1.28,N
7,8.69,78.6,2.75,1.44,N
1,3.20,78.6,4.69,1.61,N
2,3.79,78.4,4.48,1.39,N
0,2.87,78.3,5.06,1.58,N
3,5.29,78.3,6.43,1.89,N
7,7.12,78.3,5.17,1.58,N
3,4.04,78.0,4.04,1.56,N
2,7.62,78.0,3.58,1.31,N
1,7.27,78.0,4.50,1.53,N
4,3.82,77.7,4.52,1.56,N
3,3.94,77.7,5.56,1.71,N
3,5.91,77.7,5.10,1.83,N
3,2.43,77.7,4.52,1.45,N
0,2.67,77.7,6.61,1.74,N
1,2.20,77.7,4.87,1.97,N
6,4.17,77.6,2.78,1.17,N
4,6.37,77.6,5.33,1.43,N
5,8.38,77.4,4.77,1.53,N
4,6.98,77.3,2.68,1.38,N
4,5.00,77.3,3.96,1.32,N
6,1.51,77.3,2.91,1.06,N
5,1.98,77.3,4.07,1.56,N
2,7.91,77.2,6.63,1.93,N
3,7.60,77.0,4.32,1.42,N
5,4.21,77.0,4.09,1.44,N
2,4.79,77.0,6.19,1.99,N
3,2.57,76.9,5.73,1.79,N
1,3.64,76.7,4.70,1.58,N
3,3.17,76.7,5.28,1.81,N
2,2.35,76.7,5.52,1.80,N
6,6.57,76.6,4.34,1.42,N
4,4.48,76.4,5.07,1.48,N
4,1.06,76.3,3.77,1.24,N
4,1.41,76.3,2.83,1.32,N
3,1.89,76.3,4.48,1.40,N
0,2.13,76.0,3.67,1.53,N
1,1.78,76.0,7.11,1.79,N
2,4.03,76.0,5.09,1.47,N
3,9.87,75.7,7.02,2.06,N
3,7.37,75.7,5.59,1.68,N
2,4.28,75.7,4.04,1.53,N
0,3.45,75.6,2.62,1.10,N
4,9.63,75.6,3.09,1.27,N
5,2.51,75.4,3.94,1.51,N
5,5.50,75.3,4.78,1.66,N
4,1.91,75.3,4.90,1.58,N
2,5.14,75.3,4.06,1.27,N
3,2.63,75.3,6.57,1.61,N
5,3.23,75.3,2.51,1.58,N
1,3.82,75.3,4.54,1.55,N
6,7.65,75.3,5.85,1.55,N
2,3.23,75.3,4.78,1.86,N
3,7.08,75.0,4.20,1.41,N
4,7.32,75.0,7.20,1.73,N
0,2.64,75.0,5.04,1.69,N
3,3.00,75.0,3.84,1.48,N
1,7.44,75.0,5.40,1.56,N
2,5.54,74.7,6.03,1.70,N
4,3.62,74.7,4.82,1.67,N
4,2.53,74.7,4.46,1.43,N
4,6.63,74.7,3.74,1.53,N
4,6.99,74.7,6.75,1.83,N
0,3.74,74.7,5.06,1.53,N
1,5.67,74.6,4.22,1.26,N
2,7.26,74.4,8.35,1.99,N
1,2.42,74.3,5.93,1.51,N
3,8.23,74.3,5.69,1.65,N
2,3.28,74.0,4.74,1.66,N
5,5.59,74.0,3.28,1.11,N
5,2.68,74.0,4.14,1.50,N
3,10.34,74.0,5.11,1.69,N
3,2.19,74.0,7.66,2.00,N
2,5.35,73.9,5.47,1.53,N
5,8.67,73.7,3.79,1.22,N
1,5.25,73.7,5.74,1.52,N
1,4.03,73.7,3.67,1.21,N
2,5.13,73.7,5.62,1.67,N
2,10.51,73.7,3.91,1.34,N
1,3.54,73.6,5.99,1.59,N
3,6.72,73.6,5.25,1.26,N
4,2.95,73.4,4.17,1.64,N
3,7.36,73.3,2.09,1.19,N
4,4.17,73.3,3.07,1.36,N
1,1.60,73.3,4.30,1.36,N
2,4.66,73.3,6.87,1.87,N
0,3.31,73.3,5.52,1.95,N
5,5.15,73.3,4.05,1.38,N
3,2.58,73.3,5.65,1.77,N
5,8.88,73.0,6.41,1.81,N
5,12.21,73.0,3.70,1.11,N
6,5.70,72.7,6.19,1.83,N
3,4.83,72.7,3.22,1.11,N
3,2.23,72.7,3.72,1.36,N
2,1.73,72.7,6.19,1.80,N
1,1.98,72.7,6.81,1.90,N
4,3.72,72.7,5.08,1.51,N
0,5.94,72.6,6.56,1.80,N
4,4.71,72.6,6.32,1.58,N
2,1.86,72.6,4.33,1.40,N
3,7.31,72.6,5.57,1.73,N
4,9.71,72.4,3.86,1.51,N
1,4.73,72.3,4.11,1.47,N
0,5.72,72.3,4.73,1.55,N
3,7.71,72.3,3.73,1.35,N
0,5.23,72.3,6.59,1.69,N
1,5.72,72.2,3.86,1.24,N
3,2.75,72.1,4.75,1.64,N
4,2.37,72.0,2.00,1.31,N
2,1.25,72.0,6.12,1.68,N
7,3.50,72.0,4.87,1.58,N
3,3.39,71.7,3.39,1.56,N
4,8.79,71.7,5.40,1.59,N
8,8.16,71.7,2.39,1.38,N
0,2.76,71.7,4.52,1.58,N
2,6.66,71.7,6.66,1.76,N
3,6.53,71.7,5.90,1.58,N
4,1.26,71.7,4.90,1.76,N
3,3.77,71.6,7.16,1.97,N
3,1.13,71.6,4.77,1.72,N
3,4.52,71.6,6.15,1.76,N
3,5.68,71.4,3.91,1.40,N
1,5.17,71.4,4.04,1.53,N
1,6.69,71.3,5.55,1.67,N
2,6.56,71.3,5.68,1.60,N
5,3.30,71.0,2.92,1.14,N
2,4.06,71.0,4.31,1.66,N
3,5.32,71.0,5.07,1.66,N
4,4.31,71.0,5.20,1.42,N
4,4.18,71.0,2.15,1.20,N
2,2.92,70.9,4.94,1.73,N
0,1.02,70.7,5.48,1.74,N
4,10.19,70.7,3.57,1.37,N
0,3.82,70.7,4.58,1.80,N
3,1.15,70.7,3.44,1.54,N
1,1.53,70.6,3.82,1.60,N
2,4.61,70.3,4.86,1.49,N
3,3.58,70.3,3.58,1.27,N
1,3.58,70.3,4.61,1.58,N
0,5.89,70.3,8.57,2.22,N
5,6.01,70.3,5.25,1.68,N
2,3.60,70.0,5.79,1.84,N
4,2.44,70.0,2.96,1.44,N
3,3.09,70.0,5.14,1.73,N
