W,Kper9,IP,ERA,WHIP,Inducted
25,7.13,541.7,4.29,1.44,N
37,4.20,541.6,2.28,1.23,N
27,3.20,540.6,4.84,1.61,N
28,5.71,540.4,5.26,1.39,N
31,5.60,540.3,4.56,1.59,N
26,3.82,540.0,3.40,1.39,N
24,2.77,539.7,3.35,1.35,N
30,7.08,539.0,3.74,1.31,N
23,2.54,538.4,4.51,1.48,N
26,4.82,537.8,3.41,1.39,N
26,3.06,537.7,3.92,1.45,N
22,3.21,537.6,4.45,1.45,N
29,2.03,537.3,4.59,1.53,N
25,2.98,537.3,4.39,1.50,N
22,3.50,537.0,4.06,1.35,N
21,10.48,536.6,3.37,1.28,N
32,2.52,536.6,2.68,1.27,N
20,4.11,536.5,4.63,1.48,N
33,4.98,536.3,3.66,1.43,N
28,4.28,536.3,4.48,1.49,N
29,4.38,536.0,3.79,1.30,N
24,4.94,535.9,4.00,1.34,N
24,2.89,535.5,4.44,1.40,N
26,7.27,534.6,4.36,1.49,N
23,2.73,534.1,4.53,1.48,N
36,8.06,534.0,3.20,1.19,N
32,3.25,533.6,4.98,1.62,N
30,3.32,533.6,4.42,1.33,N
27,7.45,533.1,4.81,1.42,N
30,5.13,533.0,4.04,1.35,N
39,6.67,532.7,4.66,1.30,N
26,6.29,532.4,3.85,1.36,N
32,7.88,532.0,3.32,1.35,N
40,5.69,531.5,3.93,1.38,N
26,3.79,531.4,3.30,1.39,N
25,4.05,531.1,5.05,1.54,N
31,3.20,531.0,4.24,1.40,N
45,9.44,530.1,3.87,1.41,N
28,5.87,528.9,4.08,1.39,N
25,2.45,528.7,4.24,1.42,N
30,4.82,528.7,3.47,1.37,N
26,5.94,528.7,3.18,1.30,N
32,8.02,528.3,3.59,1.39,N
32,2.68,527.6,3.91,1.47,N
29,7.69,527.1,3.77,1.34,N
28,5.69,526.8,3.93,1.39,N
28,7.56,526.4,3.25,1.29,N
25,2.51,526.3,3.63,1.47,N
32,2.68,526.3,3.80,1.29,N
35,2.36,526.0,4.50,1.50,N
25,2.31,526.0,4.96,1.50,N
31,6.17,525.4,5.23,1.55,N
28,5.05,525.4,3.31,1.28,N
36,5.11,525.3,2.50,1.13,N
18,3.00,525.3,4.39,1.41,N
32,9.46,525.0,3.51,1.28,N
23,6.59,524.6,5.32,1.61,N
18,7.46,523.4,4.18,1.45,N
22,3.35,523.3,3.27,1.52,N
31,7.90,523.1,3.25,1.29,N
26,3.65,523.0,3.37,1.44,N
26,4.24,522.4,4.12,1.46,N
26,8.60,522.4,3.77,1.32,N
22,1.90,522.0,4.36,1.42,N
21,1.54,521.7,4.59,1.55,N
24,5.51,521.3,4.92,1.45,N
36,5.96,521.3,3.35,1.28,N
32,3.06,521.3,4.87,1.44,N
29,4.88,520.4,3.89,1.35,N
18,6.39,519.7,3.39,1.29,N
27,3.13,519.6,3.84,1.37,N
25,5.45,518.9,3.92,1.49,N
27,4.29,518.8,4.37,1.37,N
33,9.49,518.6,3.04,1.13,N
24,4.18,518.5,3.87,1.28,N
25,2.35,518.0,4.48,1.45,N
29,3.56,517.7,3.34,1.33,N
28,4.37,517.4,3.04,1.40,N
27,6.35,517.4,3.60,1.25,N
28,6.46,517.1,4.00,1.37,N
29,5.64,516.6,5.03,1.43,N
20,4.51,516.4,4.15,1.54,N
30,3.51,516.1,3.40,1.43,N
32,4.05,515.9,4.10,1.50,N
36,5.46,515.7,3.26,1.29,N
26,4.68,515.4,3.72,1.39,N
24,5.80,515.4,4.61,1.47,N
26,1.71,514.9,4.53,1.55,N
21,11.73,514.6,3.38,1.31,N
23,3.20,514.3,4.23,1.51,N
34,7.09,514.0,5.15,1.40,N
28,4.39,514.0,4.08,1.35,N
26,4.96,513.7,3.49,1.23,N
30,4.00,513.4,3.75,1.45,N
26,8.40,513.0,5.12,1.65,N
22,3.39,512.6,5.11,1.64,N
25,4.89,511.3,3.82,1.45,N
29,2.94,511.3,5.02,1.56,N
25,3.42,511.1,4.23,1.53,N
23,6.62,511.0,5.28,1.53,N
21,2.82,510.7,2.96,1.14,N
20,2.27,510.3,4.20,1.39,N
34,3.27,509.7,3.16,1.35,N
32,7.36,509.7,4.86,1.41,N
36,4.59,509.6,3.11,1.30,N
24,2.14,509.2,5.07,1.59,N
29,4.44,508.9,5.02,1.53,N
24,4.20,508.3,4.27,1.50,N
35,8.33,507.0,4.03,1.38,N
19,6.22,506.8,4.00,1.47,N
25,3.09,506.0,4.30,1.49,N
26,2.30,505.6,3.70,1.46,N
32,3.72,505.4,3.49,1.28,N
24,4.95,505.4,3.63,1.30,N
24,8.36,504.8,3.75,1.36,N
20,4.53,504.7,5.14,1.78,N
31,2.93,503.7,3.25,1.22,N
23,9.52,503.6,3.48,1.26,N
22,3.80,502.0,3.14,1.28,N
15,9.45,501.9,2.78,1.05,N
15,5.41,501.1,4.02,1.39,N
22,4.99,501.0,3.95,1.32,N
20,2.41,500.3,4.87,1.60,N
25,4.36,500.2,4.37,1.45,N
23,2.18,500.1,3.13,1.35,N
19,4.65,499.7,4.45,1.53,N
20,5.62,499.4,6.02,1.62,N
24,4.72,499.3,3.73,1.34,N
28,10.83,499.2,2.34,1.02,N
20,6.08,498.9,4.55,1.46,N
24,3.75,498.7,3.79,1.43,N
28,5.74,498.4,2.96,1.35,N
20,7.98,497.6,3.67,1.31,N
25,3.53,497.0,4.29,1.70,N
35,5.56,496.6,3.21,1.30,N
21,2.70,496.3,4.70,1.62,N
32,2.72,496.0,4.14,1.44,N
35,2.83,496.0,3.45,1.34,N
35,5.03,495.7,3.81,1.22,N
34,7.15,495.7,3.43,1.33,N
27,6.40,495.4,4.05,1.51,N
22,4.03,495.4,4.02,1.42,N
43,7.16,495.4,3.22,1.24,N
29,5.36,495.0,3.67,1.39,N
32,3.47,495.0,3.96,1.44,N
19,4.84,494.9,4.87,1.56,N
29,7.31,494.0,4.59,1.44,N
24,5.74,493.7,4.50,1.47,N
26,5.40,493.7,5.05,1.47,N
20,7.20,493.6,4.47,1.51,N
25,3.94,493.6,4.03,1.43,N
17,4.89,493.4,4.29,1.47,N
25,5.75,492.7,2.70,1.21,N
22,3.83,491.7,3.70,1.40,N
26,5.59,491.4,4.16,1.32,N
26,3.67,491.0,3.52,1.34,N
32,6.46,490.7,4.71,1.50,N
26,2.42,490.6,3.83,1.42,N
25,3.71,490.5,4.61,1.43,N
23,6.83,489.9,5.01,1.46,N
21,4.63,489.7,3.47,1.25,N
30,4.49,489.4,2.78,1.25,N
36,9.23,488.8,3.68,1.31,N
16,4.00,487.7,3.05,1.22,N
20,5.78,487.7,4.02,1.34,N
24,5.13,487.5,4.01,1.44,N
36,3.62,487.3,3.71,1.31,N
26,3.48,486.4,4.26,1.52,N
24,2.72,485.7,4.87,1.54,N
23,3.43,485.6,4.65,1.65,N
28,5.84,485.4,4.23,1.38,N
28,6.03,485.0,4.23,1.33,N
28,5.07,484.6,3.51,1.36,N
25,4.20,484.3,4.03,1.32,N
25,4.86,483.7,4.13,1.38,N
21,2.14,483.6,4.63,1.55,N
22,2.94,483.4,5.40,1.64,N
32,6.47,483.1,4.86,1.40,N
25,4.55,483.0,4.14,1.48,N
22,5.22,482.9,4.23,1.45,N
30,7.78,482.7,4.10,1.39,N
26,7.03,482.3,4.66,1.36,N
24,3.64,482.1,4.72,1.43,N
32,4.63,481.7,3.42,1.43,N
42,6.69,481.6,3.44,1.39,N
22,5.42,481.3,3.25,1.33,N
25,3.80,481.0,3.52,1.30,N
20,2.16,480.0,3.32,1.36,N
24,4.50,479.6,3.83,1.40,N
25,7.39,479.5,4.26,1.36,N
20,4.66,479.4,3.94,1.35,N
21,3.98,479.4,3.66,1.35,N
24,7.44,479.3,3.47,1.21,N
18,6.52,479.1,5.37,1.63,N
17,5.79,478.9,5.30,1.57,N
25,2.95,478.8,3.84,1.39,N
22,2.84,478.0,5.35,1.54,N
26,5.03,477.7,3.71,1.28,N
27,5.66,477.4,4.54,1.45,N
16,3.15,477.0,3.13,1.30,N
27,12.17,476.9,2.98,1.19,N
24,6.70,476.6,5.85,1.42,N
24,7.56,476.4,4.31,1.47,N
17,2.97,476.0,2.95,1.24,N
28,5.45,476.0,3.29,1.28,Y
18,3.88,475.9,3.88,1.33,N
21,6.98,475.7,5.41,1.54,N
30,2.99,475.4,3.16,1.24,N
32,9.24,475.3,3.01,1.04,N
25,4.42,474.5,4.38,1.50,N
25,3.89,474.3,4.08,1.47,N
31,6.11,474.0,4.20,1.31,N
19,2.68,473.4,4.89,1.56,N
23,5.78,473.4,5.06,1.56,N
29,6.44,472.4,4.69,1.46,N
24,5.99,471.7,3.00,1.37,N
21,6.00,471.2,3.27,1.33,N
12,4.05,471.1,3.96,1.39,N
27,5.58,470.8,3.42,1.25,N
33,6.37,469.3,4.20,1.38,N
33,5.04,469.3,4.77,1.35,N
24,5.30,468.7,5.07,1.63,N
24,3.04,468.0,4.27,1.54,N
17,8.63,467.0,4.43,1.43,N
18,5.92,466.6,4.71,1.55,N
16,3.49,466.4,4.86,1.53,N
30,4.44,466.4,4.71,1.46,N
18,6.91,466.3,4.90,1.49,N
19,6.66,466.0,3.77,1.35,N
25,4.08,465.7,3.56,1.30,N
16,6.32,465.6,5.72,1.64,N
23,4.55,465.2,3.23,1.37,N
27,4.03,465.0,3.48,1.31,N
25,1.99,465.0,3.64,1.39,N
15,4.96,464.7,4.73,1.69,N
32,3.32,463.9,4.15,1.41,N
23,4.45,463.8,4.50,1.44,N
21,3.87,463.0,4.43,1.53,N
16,2.61,462.3,6.74,1.89,N
22,5.25,460.9,4.82,1.52,N
19,8.42,460.7,3.24,1.43,N
25,3.89,460.4,3.07,1.20,N
15,4.79,459.9,3.89,1.39,N
16,6.59,459.9,4.79,1.46,N
19,6.56,459.3,4.39,1.54,N
28,6.69,458.6,3.94,1.31,N
26,1.92,458.6,4.73,1.56,N
28,6.89,458.5,4.42,1.48,N
22,4.19,458.0,2.93,1.19,N
20,3.64,457.7,4.54,1.58,N
20,3.29,457.4,4.09,1.44,N
29,3.27,457.4,3.92,1.53,N
10,8.02,457.2,3.94,1.14,N
23,4.24,456.7,4.65,1.50,N
21,5.98,456.0,4.40,1.59,N
23,2.59,455.6,4.54,1.44,N
22,6.54,455.3,4.17,1.43,N
24,7.42,455.0,3.92,1.38,N
25,4.87,454.7,5.50,1.55,N
13,5.25,454.7,5.21,1.49,N
33,6.87,454.7,3.13,1.14,N
22,7.37,454.4,4.18,1.38,N
18,8.22,454.3,4.32,1.35,N
16,4.40,454.1,3.81,1.42,N
22,2.78,452.6,3.64,1.31,N
18,2.29,451.3,4.55,1.57,N
28,6.47,451.0,4.79,1.42,N
24,2.27,451.0,4.05,1.36,N
20,5.01,450.8,3.67,1.34,N
19,5.44,450.2,3.22,1.30,N
18,3.64,450.2,4.00,1.30,N
29,10.96,450.0,3.10,1.24,N
25,6.62,450.0,5.24,1.50,N
22,3.38,450.0,2.92,1.23,N
22,3.13,449.1,5.61,1.69,N
29,5.38,448.8,3.85,1.42,N
21,7.81,448.1,4.34,1.41,N
20,2.99,448.0,3.70,1.33,N
22,3.32,447.7,2.81,1.33,N
15,5.33,447.4,4.25,1.41,N
21,2.43,447.3,3.30,1.27,N
19,3.39,446.7,4.25,1.64,N
27,2.82,446.4,4.32,1.59,N
29,4.39,445.3,3.72,1.37,N
30,1.60,444.7,3.60,1.41,N
37,3.04,444.3,3.32,1.27,N
22,2.27,443.7,4.91,1.65,N
21,8.11,443.6,3.59,1.32,N
27,2.86,443.0,4.79,1.62,N
21,3.60,442.8,3.60,1.43,N
27,2.58,442.7,3.54,1.30,N
22,6.47,442.4,4.68,1.48,N
21,6.66,442.1,4.83,1.42,N
19,6.48,442.0,4.13,1.30,N
23,7.55,442.0,4.42,1.45,N
16,3.40,441.8,3.79,1.44,N
30,1.77,441.7,5.05,1.58,N
18,6.36,441.4,5.10,1.48,N
25,4.61,441.3,4.30,1.47,N
15,3.67,441.1,3.80,1.27,N
23,6.20,441.1,3.94,1.32,N
16,3.86,441.0,4.20,1.34,N
17,5.07,440.7,4.35,1.38,N
23,5.89,440.0,4.95,1.54,N
21,2.21,439.9,4.79,1.40,N
34,3.70,439.9,4.64,1.48,N
29,6.53,439.7,3.52,1.19,N
20,5.26,439.7,3.87,1.24,N
23,2.25,439.7,4.01,1.41,N
28,10.45,439.2,3.36,1.30,N
14,4.64,438.7,6.01,1.66,N
16,4.78,438.7,4.82,1.53,N
25,6.75,438.6,4.10,1.42,N
24,2.51,437.3,4.16,1.60,N
17,5.21,437.2,4.61,1.65,N
18,3.30,437.1,4.59,1.72,N
27,5.35,437.1,3.34,1.34,N
22,4.31,436.3,2.85,1.21,N
22,5.89,435.8,5.29,1.49,N
21,1.65,435.7,5.37,1.66,N
22,5.80,435.6,5.06,1.46,N
32,7.38,435.5,3.82,1.31,N
21,2.69,435.4,3.74,1.49,N
26,6.24,435.4,4.11,1.35,N
29,5.34,435.0,4.26,1.41,N
15,5.52,435.0,6.06,1.74,N
23,2.51,434.7,4.64,1.58,N
27,7.97,433.7,4.30,1.44,N
24,3.09,433.7,3.92,1.33,N
16,3.01,433.6,4.03,1.45,N
22,4.42,433.6,3.63,1.41,N
18,4.63,433.3,4.03,1.38,N
33,5.20,432.8,3.66,1.41,N
29,4.25,432.0,2.62,1.27,N
23,2.94,432.0,4.19,1.47,N
23,5.79,432.0,3.25,1.33,N
19,4.46,431.7,3.09,1.48,N
19,4.92,431.7,3.38,1.35,N
15,5.76,431.3,4.40,1.53,N
21,3.65,431.0,4.70,1.58,N
23,5.33,430.5,3.03,1.24,N
26,6.57,430.3,5.46,1.58,N
19,4.14,430.3,2.55,1.25,N
19,2.83,429.8,4.00,1.54,N
24,3.96,429.7,4.40,1.52,N
23,8.86,428.9,3.82,1.25,N
23,7.61,428.1,3.32,1.27,N
28,4.17,427.7,3.75,1.40,N
25,6.28,427.2,5.41,1.55,N
23,8.24,427.1,4.59,1.35,N
25,2.55,426.3,2.96,1.34,N
19,6.97,426.2,4.69,1.51,N
19,4.78,424.0,4.61,1.39,N
24,3.52,424.0,2.55,1.10,N
21,2.40,424.0,3.57,1.35,N
20,5.48,424.0,3.54,1.39,N
11,6.22,423.7,3.44,1.31,N
25,2.44,423.2,3.85,1.41,N
16,3.64,423.0,4.32,1.53,N
10,2.21,422.9,5.11,1.64,N
19,5.15,422.9,4.11,1.39,N
18,2.28,422.7,3.51,1.37,N
18,6.80,422.0,3.54,1.38,N
22,6.40,421.6,4.25,1.44,N
17,2.97,420.9,5.02,1.58,N
17,2.27,420.4,5.03,1.66,N
13,4.45,420.3,4.95,1.54,N
15,4.00,420.2,4.54,1.59,N
20,6.20,419.4,3.82,1.39,N
20,3.65,418.8,4.15,1.53,N
18,3.17,418.0,2.41,1.04,N
27,5.15,417.7,4.16,1.31,N
20,5.58,417.7,3.60,1.34,N
14,6.06,417.0,4.99,1.58,N
16,4.19,416.6,4.02,1.43,N
19,7.21,416.6,5.18,1.46,N
22,6.18,416.4,4.02,1.31,N
20,2.46,416.3,5.38,1.56,N
18,4.93,416.3,4.63,1.53,N
20,8.93,416.2,4.99,1.48,N
22,2.36,415.9,4.95,1.59,N
25,4.63,415.9,4.98,1.53,N
17,7.02,415.7,3.90,1.48,N
17,5.14,415.4,5.40,1.67,N
19,6.71,414.8,3.60,1.28,N
15,2.04,414.7,3.95,1.43,N
21,9.64,414.5,3.71,1.32,N
22,4.97,414.3,4.95,1.53,N
27,5.47,414.3,3.91,1.28,N
18,5.70,414.1,3.87,1.35,N
30,4.83,414.0,3.91,1.26,N
23,3.25,413.0,4.71,1.55,N
19,6.10,413.0,3.84,1.48,N
11,4.67,412.6,4.43,1.41,N
17,2.90,412.4,3.67,1.46,N
29,3.71,412.3,3.10,1.20,N
16,0.57,412.0,2.82,1.42,N
22,5.92,411.7,4.94,1.43,N
23,7.57,411.3,3.68,1.36,N
22,7.48,411.2,4.40,1.37,N
20,6.09,411.1,3.46,1.36,N
25,2.87,411.0,3.79,1.37,N
20,5.01,411.0,4.38,1.49,N
11,5.02,410.4,3.44,1.38,N
14,7.06,410.4,4.17,1.34,N
19,3.22,410.3,4.32,1.46,N
27,9.69,410.3,3.38,1.18,N
22,7.44,410.3,3.42,1.39,N
23,6.61,409.9,4.43,1.49,N
29,4.79,409.7,3.49,1.68,N
22,3.89,409.7,4.42,1.41,N
24,3.25,409.7,2.28,1.08,N
23,2.95,409.3,4.18,1.54,N
15,6.45,408.7,5.11,1.63,N
24,3.42,408.3,4.14,1.47,N
17,4.15,408.1,3.84,1.50,N
14,3.24,408.0,4.04,1.53,N
20,5.16,408.0,3.75,1.49,N
22,5.40,408.0,4.83,1.41,N
23,2.56,407.6,2.80,1.24,N
17,3.34,407.4,3.34,1.44,N
29,7.89,407.4,3.89,1.40,N
24,7.52,407.0,3.80,1.31,N
11,3.41,406.8,4.98,1.76,N
24,4.36,406.4,4.01,1.38,N
14,6.09,406.3,3.94,1.40,N
19,2.73,406.0,3.48,1.33,N
14,5.81,406.0,4.68,1.52,N
18,5.74,406.0,5.23,1.51,N
25,6.89,405.9,3.57,1.25,N
22,3.00,405.6,3.19,1.33,N
16,5.83,405.6,3.77,1.43,N
12,4.71,405.4,4.26,1.43,N
21,4.22,405.4,4.46,1.39,N
13,2.09,404.9,5.04,1.66,N
21,6.21,404.3,4.72,1.47,N
18,1.07,404.3,3.34,1.35,N
21,1.96,403.8,4.17,1.48,N
21,3.57,403.3,2.77,1.22,N
21,8.37,403.0,4.42,1.38,N
21,9.12,402.7,3.73,1.35,N
27,6.13,402.3,3.06,1.19,N
24,2.69,402.0,3.87,1.55,Y
22,4.59,400.4,4.41,1.58,N
10,3.69,400.3,3.35,1.30,N
22,4.01,400.0,4.55,1.47,N
18,3.92,399.9,5.18,1.44,N
25,3.02,399.7,3.60,1.36,N
13,2.50,399.7,3.56,1.32,N
24,7.63,399.6,5.54,1.69,N
13,3.18,399.0,2.84,1.26,N
25,2.10,398.3,4.00,1.44,N
20,5.20,397.9,3.73,1.30,N
22,9.88,397.4,3.74,1.39,N
26,4.85,397.0,4.99,1.50,N
29,4.19,396.9,2.99,1.27,N
21,3.90,396.9,4.19,1.55,N
14,4.99,396.7,4.45,1.45,N
15,6.43,396.3,5.40,1.60,N
23,2.59,396.0,2.93,1.21,N
14,5.82,396.0,3.70,1.28,N
14,2.00,395.7,4.78,1.48,N
20,4.50,395.5,4.73,1.54,N
26,2.94,395.4,4.17,1.50,N
24,2.16,395.4,5.05,1.58,N
21,5.46,395.3,5.55,1.68,N
22,6.61,394.8,3.60,1.25,N
26,7.43,394.7,4.67,1.37,N
17,10.29,394.3,2.94,1.25,N
10,3.63,394.3,4.86,1.61,N
14,6.44,394.3,4.09,1.40,N
20,4.80,394.1,3.84,1.45,N
21,6.58,393.9,4.20,1.48,N
18,7.42,393.9,4.00,1.55,N
17,5.46,393.7,5.21,1.48,N
19,3.50,393.3,4.51,1.39,N
24,6.34,393.3,3.07,1.23,N
16,4.31,393.0,4.51,1.46,N
19,5.70,393.0,4.08,1.51,N
19,5.87,392.8,5.46,1.67,N
10,1.65,392.0,3.38,1.31,N
15,4.30,391.7,4.18,1.40,N
17,6.28,390.9,5.11,1.50,N
17,8.22,390.7,3.82,1.32,N
23,5.95,390.4,3.83,1.42,N
11,2.97,390.3,4.17,1.40,N
18,4.08,390.0,3.95,1.42,N
22,5.12,390.0,4.25,1.38,N
12,6.91,389.7,5.04,1.42,N
20,7.07,389.7,3.14,1.23,N
19,6.86,389.6,5.29,1.58,N
24,3.91,389.4,4.18,1.43,N
14,5.97,388.7,4.52,1.55,N
13,3.31,388.4,5.21,1.64,N
15,4.10,388.3,4.24,1.37,N
15,2.67,387.7,4.32,1.44,N
26,4.51,387.3,4.21,1.52,N
17,10.42,387.0,2.49,1.09,N
19,4.84,387.0,4.93,1.49,N
20,9.06,386.5,3.82,1.52,N
21,5.26,386.3,4.80,1.56,N
20,4.20,386.1,5.13,1.48,N
17,3.45,386.0,3.99,1.46,N
13,8.38,385.5,4.93,1.51,N
32,8.62,385.4,3.22,1.25,N
24,5.85,384.5,4.14,1.38,N
13,7.12,384.3,4.61,1.51,N
18,5.29,384.2,5.34,1.45,N
18,6.16,384.0,5.16,1.53,N
12,3.80,383.4,4.34,1.52,N
16,3.20,382.8,5.10,1.67,N
13,2.43,382.1,4.64,1.50,N
20,4.34,381.7,3.18,1.34,N
28,7.17,381.4,3.68,1.21,N
18,3.21,381.3,4.93,1.65,N
12,7.32,381.3,4.48,1.53,N
16,3.50,381.0,4.39,1.51,N
12,2.08,380.6,4.66,1.60,N
19,6.06,380.4,4.12,1.35,N
23,6.26,379.7,4.43,1.38,N
15,3.72,379.7,4.86,1.61,N
19,5.31,379.6,4.81,1.52,N
20,6.20,378.8,5.47,1.53,N
13,2.95,378.7,3.97,1.57,N
15,5.51,378.7,4.16,1.39,N
24,3.09,378.6,4.66,1.49,N
17,2.69,378.6,3.21,1.23,N
16,5.90,378.4,5.11,1.52,N
19,6.12,378.1,3.69,1.29,N
15,2.64,377.9,4.29,1.51,N
18,2.10,377.6,3.79,1.49,N
29,6.60,377.6,4.38,1.41,N
16,3.03,377.3,3.20,1.41,N
16,4.50,376.4,4.33,1.43,N
16,2.61,376.3,5.26,1.50,N
19,9.92,376.2,3.92,1.33,N
17,5.64,376.2,5.33,1.51,N
11,5.91,376.0,5.91,1.50,N
24,7.19,375.7,4.82,1.50,N
7,4.72,375.5,4.46,1.51,N
23,1.56,375.0,6.02,1.83,N
18,2.83,374.9,3.98,1.46,N
18,4.66,374.7,4.37,1.45,N
17,7.30,374.7,3.92,1.16,N
18,4.28,374.6,3.17,1.26,N
20,7.33,374.6,4.80,1.39,N
23,3.92,374.4,3.34,1.34,N
31,3.54,374.0,3.01,1.35,N
23,7.31,373.1,3.98,1.49,N
12,3.69,373.0,5.74,1.56,N
22,3.21,372.7,2.70,1.24,N
18,4.66,372.6,4.11,1.50,N
21,4.56,372.6,4.66,1.51,N
22,8.24,372.2,3.31,1.37,N
16,5.18,372.0,4.14,1.38,N
17,6.53,372.0,4.43,1.36,N
17,7.07,371.7,4.75,1.33,N
14,2.08,371.6,3.29,1.31,N
19,5.70,371.3,4.34,1.47,N
20,5.99,371.3,4.34,1.36,N
15,2.69,371.3,3.39,1.36,N
20,5.00,371.0,4.00,1.44,N
9,2.79,371.0,6.16,1.80,N
15,2.86,371.0,4.25,1.43,N
20,5.10,370.6,3.62,1.42,N
17,5.03,370.4,5.08,1.57,N
27,5.25,369.9,4.23,1.43,N
28,5.26,369.7,3.75,1.40,N
24,2.29,369.7,2.70,1.28,N
18,3.07,369.3,3.97,1.23,N
18,4.05,369.0,3.32,1.33,N
18,6.18,368.4,5.74,1.45,N
18,2.59,368.3,4.37,1.56,N
19,0.66,368.3,3.71,1.42,N
22,7.34,368.1,5.36,1.52,N
30,6.95,368.0,4.60,1.53,N
22,3.50,367.9,5.11,1.47,N
6,2.13,367.7,6.85,1.97,N
24,1.81,367.7,4.06,1.60,N
20,5.52,366.6,5.65,1.53,N
15,6.90,366.5,4.71,1.48,N
16,3.42,365.7,3.99,1.56,N
26,3.60,364.9,3.82,1.37,N
17,6.94,364.7,4.22,1.25,N
18,5.93,364.5,5.19,1.60,N
16,4.31,363.7,3.49,1.31,N
18,9.03,363.6,2.28,1.06,N
16,3.93,363.6,4.48,1.52,N
17,5.00,363.4,3.74,1.40,N
17,6.02,363.3,4.46,1.54,N
12,1.93,363.0,4.34,1.54,N
22,6.35,362.9,4.31,1.47,N
12,5.46,362.6,4.57,1.42,N
15,6.63,362.4,3.58,1.34,N
19,6.17,362.0,4.38,1.40,N
12,3.63,362.0,4.50,1.45,N
22,5.08,361.7,4.50,1.48,N
16,4.91,361.4,2.84,1.23,N
7,2.32,361.3,5.45,1.80,N
18,5.43,361.3,3.39,1.34,N
17,2.24,361.0,3.32,1.45,N
20,3.52,361.0,2.94,1.24,N
16,3.84,360.7,3.14,1.28,N
17,4.79,360.5,4.69,1.49,N
17,3.95,360.3,3.77,1.45,N
10,4.80,360.1,3.05,1.27,N
18,2.60,359.7,3.78,1.37,N
30,3.96,359.2,3.74,1.38,N
19,3.39,358.7,2.74,1.31,N
21,1.51,358.6,4.24,1.57,N
20,4.42,358.6,4.42,1.33,N
15,5.00,358.3,4.67,1.43,N
12,3.29,358.3,3.57,1.29,N
18,5.63,358.3,5.75,1.62,N
12,1.89,358.0,3.32,1.32,N
20,3.12,357.7,4.76,1.44,N
19,3.20,357.7,4.10,1.52,N
16,8.84,357.4,3.53,1.25,N
25,5.47,357.0,4.24,1.46,N
18,7.26,357.0,4.34,1.32,N
18,6.96,357.0,4.49,1.52,N
13,2.62,356.6,4.16,1.51,N
18,4.10,356.0,4.90,1.55,N
17,2.93,356.0,4.25,1.57,N
15,3.64,355.8,4.76,1.71,N
11,1.75,355.6,6.17,1.78,N
26,4.83,355.6,5.09,1.47,N
19,3.27,355.0,4.41,1.47,N
21,4.79,355.0,4.87,1.52,N
10,3.28,353.7,4.68,1.50,N
9,3.21,353.6,4.15,1.46,N
11,6.14,353.4,4.51,1.32,N
24,5.40,353.3,3.87,1.31,N
12,8.57,352.9,4.28,1.36,N
15,5.90,352.4,4.85,1.65,N
17,3.07,352.3,4.32,1.43,N
15,3.09,352.0,4.78,1.54,N
17,2.66,351.4,3.87,1.43,N
16,5.89,351.3,3.92,1.39,N
22,4.13,350.9,3.56,1.28,N
13,5.98,350.6,3.72,1.33,N
17,5.81,349.9,5.84,1.55,N
12,3.81,349.7,3.76,1.36,N
22,3.24,349.7,5.33,1.59,N
24,10.12,349.6,3.11,1.15,N
14,4.12,349.4,3.79,1.41,N
20,5.70,349.1,3.84,1.46,N
15,7.16,348.3,5.04,1.37,N
10,2.72,348.0,5.17,1.60,N
14,3.65,347.6,2.90,1.23,N
15,2.31,347.3,5.65,1.85,N
6,4.46,347.1,5.50,1.67,N
15,1.24,347.0,6.20,1.89,N
10,3.32,347.0,2.85,1.22,N
20,2.52,346.7,3.19,1.15,N
20,6.85,346.6,3.63,1.21,N
13,6.89,346.4,5.87,1.56,N
21,3.90,346.4,3.48,1.39,N
24,5.83,346.0,3.56,1.31,N
13,7.92,345.6,4.56,1.58,N
13,6.57,345.4,4.40,1.38,N
23,7.87,345.3,3.75,1.47,N
14,3.08,345.0,3.83,1.36,N
12,3.13,344.6,5.25,1.71,N
21,8.42,344.4,4.10,1.36,N
16,4.79,344.1,5.49,1.58,N
19,4.08,344.0,4.42,1.44,N
13,4.92,343.7,4.43,1.33,N
23,5.20,343.1,4.43,1.38,N
20,3.36,343.0,4.17,1.49,N
18,7.64,343.0,4.78,1.47,N
15,5.30,342.9,3.23,1.34,N
19,4.94,342.6,6.01,1.63,N
15,7.78,342.2,3.00,1.23,N
13,7.89,342.0,4.71,1.41,N
23,4.95,341.6,4.95,1.23,N
23,7.80,341.4,3.74,1.33,N
15,3.63,340.0,2.89,1.14,N
16,3.84,340.0,4.79,1.52,N
11,5.27,339.6,4.95,1.53,N
20,5.07,339.4,4.48,1.46,N
17,4.96,339.0,4.25,1.43,N
19,4.73,339.0,3.69,1.46,N
15,3.83,338.7,5.47,1.56,N
18,7.05,338.4,3.83,1.42,N
19,5.88,338.1,4.10,1.35,N
21,10.65,338.0,2.34,1.06,N
13,5.64,337.0,5.31,1.55,N
18,5.29,337.0,5.74,1.68,N
12,2.56,337.0,4.65,1.54,N
16,3.90,336.9,3.15,1.30,N
16,5.53,336.7,3.74,1.34,N
18,3.18,336.6,4.25,1.50,N
24,6.32,336.0,3.86,1.37,N
19,3.09,335.4,4.13,1.43,N
10,2.33,335.4,5.58,1.77,N
18,6.10,335.1,4.81,1.49,N
13,8.68,335.1,4.30,1.50,N
